date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:49:52	26295/26295	---M--	200	added ('OK')	image/png	etag:%2266b7-67346090-9796a0;;;%22	https://goicuocviettel.xyz/wp-content/uploads/2024/10/cropped-bieutuong-192x192.png	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/uploads/2024/10/cropped-bieutuong-192x192.png	(from https://goicuocviettel.xyz/?gad_source=1)
13:49:52	23927/23927	---M--	200	added ('OK')	image/png	etag:%225d77-67346090-97969c;;;%22	https://goicuocviettel.xyz/wp-content/uploads/2024/10/cropped-bieutuong-180x180.png	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/uploads/2024/10/cropped-bieutuong-180x180.png	(from https://goicuocviettel.xyz/?gad_source=1)
13:49:53	167373/167373	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202025%2006:49:36%20GMT	https://goicuocviettel.xyz/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:49:53	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2003%20Jan%202025%2006:49:36%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/Abc/www.googletagmanager.com/gtm.a5445.delayed	(from https://goicuocviettel.xyz/?gad_source=1)
13:49:54	11440/11440	---M-Z	200	added ('OK')	text/javascript	etag:%22-375139978%22	http://s10.histats.com/js15_as.js	C:/My%20Web%20Sites/Abc/s10.histats.com/js15_as.js	(from https://goicuocviettel.xyz/?gad_source=1)
13:49:55	43/43	---M--	200	added ('OK')	image/gif	date:Fri,%2003%20Jan%202025%2006:49:16%20GMT	http://sstatic1.histats.com/0.gif?4908842&101	C:/My%20Web%20Sites/Abc/sstatic1.histats.com/00d28.gif	(from https://goicuocviettel.xyz/?gad_source=1)
13:49:55	224/224	---M--	200	added ('OK')	image/webp	etag:%22e0-67346090-979696;;;%22	https://goicuocviettel.xyz/wp-content/uploads/2024/11/icon1.webp	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/uploads/2024/11/icon1.webp	(from https://goicuocviettel.xyz/?gad_source=1)
13:49:55	168504/168504	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202025%2006:49:39%20GMT	https://goicuocviettel.xyz/goi-cuoc-sd135-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-sd135-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:49:56	169829/169829	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202025%2006:49:39%20GMT	https://goicuocviettel.xyz/goi-cuoc-5g150-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-5g150-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:49:56	2884/2884	---M--	200	added ('OK')	image/png	etag:%22b44-67346090-97968d;;;%22	https://goicuocviettel.xyz/wp-content/uploads/2024/11/icon2.png	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/uploads/2024/11/icon2.png	(from https://goicuocviettel.xyz/?gad_source=1)
13:49:56	610/610	---M--	200	added ('OK')	image/webp	etag:%22262-67346090-979694;;;%22	https://goicuocviettel.xyz/wp-content/uploads/2024/11/icon4.webp	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/uploads/2024/11/icon4.webp	(from https://goicuocviettel.xyz/?gad_source=1)
13:49:57	170380/170380	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202025%2006:49:40%20GMT	https://goicuocviettel.xyz/goi-cuoc-mxh120-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-mxh120-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:49:57	62122/62122	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Jan%202025%2006:49:40%20GMT	https://goicuocviettel.xyz/goi-cuoc-mxh100-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-mxh100-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:49:57	370/370	---M--	200	added ('OK')	image/webp	etag:%22172-67346090-979692;;;%22	https://goicuocviettel.xyz/wp-content/uploads/2024/11/icon3.webp	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/uploads/2024/11/icon3.webp	(from https://goicuocviettel.xyz/?gad_source=1)
13:49:57	62118/62118	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Jan%202025%2006:49:41%20GMT	https://goicuocviettel.xyz/goi-cuoc-sd90-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-sd90-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:49:57	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2003%20Jan%202025%2006:49:41%20GMT	https://goicuocviettel.xyz/wp-admin/customize.php?url=https://goicuocviettel.xyz/&autofocus%5Bsection%5D=menu_locations	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-admin/customize94a7.php	(from https://goicuocviettel.xyz/?gad_source=1)
13:49:58	62120/62120	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Jan%202025%2006:49:41%20GMT	https://goicuocviettel.xyz/goi-cuoc-sd120-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-sd120-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:49:58	62120/62120	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Jan%202025%2006:49:42%20GMT	https://goicuocviettel.xyz/goi-cuoc-st70k-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-st70k-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:49:59	62122/62122	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Jan%202025%2006:49:42%20GMT	https://goicuocviettel.xyz/goi-cuoc-st120k-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-st120k-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:00	9289/9289	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202025%2006:49:42%20GMT	https://goicuocviettel.xyz/wp-login.php?redirect_to=https%3A%2F%2Fgoicuocviettel.xyz%2Fwp-admin%2Fcustomize.php%3Furl%3Dhttps%3A%2F%2Fgoicuocviettel.xyz%2F%26autofocus%255Bsection%255D%3Dmenu_locations&reauth=1	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-loginc4d6.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:00	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:49:43%20GMT	https://goicuocviettel.xyz/goi-cuoc-12sd70-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-12sd70-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:00	62120/62120	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Jan%202025%2006:49:42%20GMT	https://goicuocviettel.xyz/goi-cuoc-6sd70-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-6sd70-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:00	62120/62120	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Jan%202025%2006:49:43%20GMT	https://goicuocviettel.xyz/goi-cuoc-6sd90-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-6sd90-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:01	4719/4719	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202025%2006:49:44%20GMT	https://goicuocviettel.xyz/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/cdn-cgi/l/email-protection.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:01	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:49:44%20GMT	https://goicuocviettel.xyz/goi-cuoc-12sd90-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-12sd90-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:01	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:49:44%20GMT	https://goicuocviettel.xyz/goi-cuoc-6mxh100-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-6mxh100-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:01	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:49:44%20GMT	https://goicuocviettel.xyz/goi-cuoc-6mxh120-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-6mxh120-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:01	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22675fc4cd-4d7%22	https://goicuocviettel.xyz/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:01	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:49:45%20GMT	https://goicuocviettel.xyz/wp-content/plugins/litespeed-cache/guest.vary.php	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/plugins/litespeed-cache/guest.vary.php	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:10	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:49:52%20GMT	https://goicuocviettel.xyz/goi-cuoc-5g135-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-5g135-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:10	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:49:52%20GMT	https://goicuocviettel.xyz/goi-cuoc-12mxh120-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-12mxh120-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:10	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:49:45%20GMT	https://goicuocviettel.xyz/goi-cuoc-12mxh100-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-12mxh100-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:10	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:49:52%20GMT	https://goicuocviettel.xyz/goi-cuoc-30n-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-30n-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:11	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:49:54%20GMT	https://goicuocviettel.xyz/goi-cuoc-5g230b-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-5g230b-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:11	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:49:54%20GMT	https://goicuocviettel.xyz/goi-cuoc-5g280b-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-5g280b-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:11	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:49:54%20GMT	https://goicuocviettel.xyz/goi-cuoc-5g330b-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-5g330b-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:11	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:49:55%20GMT	https://goicuocviettel.xyz/goi-cuoc-5glq190-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-5glq190-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:11	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:49:55%20GMT	https://goicuocviettel.xyz/goi-cuoc-5glq210-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-5glq210-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:11	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:49:55%20GMT	https://goicuocviettel.xyz/goi-cuoc-v90b-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-v90b-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:12	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:49:55%20GMT	https://goicuocviettel.xyz/goi-cuoc-v120b-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-v120b-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:12	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:49:55%20GMT	https://goicuocviettel.xyz/goi-cuoc-v90c-viettel/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/goi-cuoc-v90c-viettel/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:12	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:49:56%20GMT	https://goicuocviettel.xyz/wp-content/themes/flatsome/assets/img/shadow@2x.png	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/themes/flatsome/assets/img/shadow@2x.png	(from https://goicuocviettel.xyz/wp-content/litespeed/css/370db1d6d1db25ca0d374de5e493d7da.css?ver=2b675)
13:50:15	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:49:56%20GMT	https://goicuocviettel.xyz/lost-password/	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/lost-password/index.html	(from https://goicuocviettel.xyz/?gad_source=1)
13:50:15	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:49:59%20GMT	https://goicuocviettel.xyz/wp-content/themes/flatsome/assets/img/underline.png	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/themes/flatsome/assets/img/underline.png	(from https://goicuocviettel.xyz/wp-content/litespeed/css/370db1d6d1db25ca0d374de5e493d7da.css?ver=2b675)
13:50:15	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:49:59%20GMT	https://goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300.eot	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300.eot	(from https://goicuocviettel.xyz/wp-content/litespeed/css/370db1d6d1db25ca0d374de5e493d7da.css?ver=2b675)
13:50:16	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:49:59%20GMT	https://goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300.eot?	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300d41d.eot	(from https://goicuocviettel.xyz/wp-content/litespeed/css/370db1d6d1db25ca0d374de5e493d7da.css?ver=2b675)
13:50:16	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:50:00%20GMT	https://goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300.woff2	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300.woff2	(from https://goicuocviettel.xyz/wp-content/litespeed/css/370db1d6d1db25ca0d374de5e493d7da.css?ver=2b675)
13:50:16	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:50:00%20GMT	https://goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300.woff	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300.woff	(from https://goicuocviettel.xyz/wp-content/litespeed/css/370db1d6d1db25ca0d374de5e493d7da.css?ver=2b675)
13:50:17	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:50:00%20GMT	https://goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300.ttf	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300.ttf	(from https://goicuocviettel.xyz/wp-content/litespeed/css/370db1d6d1db25ca0d374de5e493d7da.css?ver=2b675)
13:50:17	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:50:00%20GMT	https://goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300.svg	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300.svg	(from https://goicuocviettel.xyz/wp-content/litespeed/css/370db1d6d1db25ca0d374de5e493d7da.css?ver=2b675)
13:50:18	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:50:01%20GMT	https://goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300italic.eot	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300italic.eot	(from https://goicuocviettel.xyz/wp-content/litespeed/css/370db1d6d1db25ca0d374de5e493d7da.css?ver=2b675)
13:50:18	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:50:01%20GMT	https://goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300italic.eot?	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300italicd41d.eot	(from https://goicuocviettel.xyz/wp-content/litespeed/css/370db1d6d1db25ca0d374de5e493d7da.css?ver=2b675)
13:50:18	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:50:02%20GMT	https://goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300italic.woff2	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300italic.woff2	(from https://goicuocviettel.xyz/wp-content/litespeed/css/370db1d6d1db25ca0d374de5e493d7da.css?ver=2b675)
13:50:18	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:50:02%20GMT	https://goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300italic.woff	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300italic.woff	(from https://goicuocviettel.xyz/wp-content/litespeed/css/370db1d6d1db25ca0d374de5e493d7da.css?ver=2b675)
13:50:19	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:50:02%20GMT	https://goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300italic.ttf	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300italic.ttf	(from https://goicuocviettel.xyz/wp-content/litespeed/css/370db1d6d1db25ca0d374de5e493d7da.css?ver=2b675)
13:50:19	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:50:03%20GMT	https://goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300italic.svg	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-300italic.svg	(from https://goicuocviettel.xyz/wp-content/litespeed/css/370db1d6d1db25ca0d374de5e493d7da.css?ver=2b675)
13:50:19	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:50:03%20GMT	https://goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-regular.eot	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-regular.eot	(from https://goicuocviettel.xyz/wp-content/litespeed/css/370db1d6d1db25ca0d374de5e493d7da.css?ver=2b675)
13:50:19	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jan%202025%2006:50:03%20GMT	https://goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-regular.eot?	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-regulard41d.eot	(from https://goicuocviettel.xyz/wp-content/litespeed/css/370db1d6d1db25ca0d374de5e493d7da.css?ver=2b675)
13:50:20	43236/43236	---M--	200	added ('OK')	font/woff2	etag:%22a8e4-67346091-97a1a0;;;%22	https://goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-regular.woff2	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-regular.woff2	(from https://goicuocviettel.xyz/wp-content/litespeed/css/370db1d6d1db25ca0d374de5e493d7da.css?ver=2b675)
13:50:20	55268/55268	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22d7e4-67346091-97a1c7;;;%22	https://goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-regular.woff	C:/My%20Web%20Sites/Abc/goicuocviettel.xyz/wp-content/themes/flatsome-child/fonts/open-sans-v17-cyrillic_vietnamese_latin_greek-regular.woff	(from https://goicuocviettel.xyz/wp-content/litespeed/css/370db1d6d1db25ca0d374de5e493d7da.css?ver=2b675)
